EST_ID,mean.pr,SD.pr,ES0.99.pr,mean.tas,SD.tas,ES0.99,relative.abundance,richness,risk5,Area_Ha,mean.pr.norm,SD.pr.norm,ES0.99.pr.norm,mean.tas.norm,SD.tas.norm,ES0.99.norm,relative.abundance.norm,richness.norm,risk5.norm,Area_Ha.norm
1098,6.21,-13.82,-9.37,15.50,3.66,8.22,0.10,29.81,12.37,86.11,0.59,0.75,0.49,0.18,0.80,0.74,0.14,0.37,0.01,0.00
1099,6.48,-13.63,-9.14,15.46,3.92,8.29,0.10,37.73,12.37,73.04,0.60,0.76,0.50,0.18,0.81,0.74,0.14,0.48,0.01,0.00
1100,6.90,-13.10,-8.62,15.46,3.80,8.17,0.11,32.63,2.47,279.81,0.61,0.78,0.51,0.18,0.80,0.74,0.16,0.41,0.00,0.01
1101,5.96,-14.48,-9.83,15.26,4.06,8.31,0.10,30.59,24.75,10.92,0.58,0.72,0.48,0.17,0.82,0.75,0.14,0.38,0.02,0.00
1102,5.53,-15.50,-10.55,15.54,4.91,8.99,0.13,38.28,23.65,14.04,0.56,0.68,0.46,0.18,0.85,0.79,0.18,0.48,0.02,0.00
1103,6.07,-14.54,-9.70,15.46,5.42,9.33,0.09,33.85,22.08,15.25,0.58,0.72,0.48,0.18,0.87,0.82,0.12,0.43,0.02,0.00
1104,6.60,-13.54,-8.88,15.42,4.84,8.90,0.11,32.81,11.55,24.18,0.60,0.76,0.51,0.18,0.85,0.79,0.14,0.41,0.01,0.00
1105,6.21,-14.51,-9.59,15.50,5.67,9.47,0.10,37.92,11.04,36.47,0.59,0.72,0.49,0.18,0.88,0.83,0.13,0.48,0.01,0.00
1106,6.83,-13.42,-8.68,15.54,4.91,9.02,0.10,30.68,23.10,24.49,0.61,0.77,0.51,0.18,0.85,0.79,0.14,0.39,0.02,0.00
1107,6.77,-13.43,-8.68,15.77,4.66,8.85,0.09,33.71,23.10,13.99,0.61,0.77,0.51,0.19,0.84,0.78,0.13,0.42,0.02,0.00
1108,6.33,-14.46,-9.52,15.58,5.54,9.40,0.11,34.86,7.36,93.33,0.59,0.72,0.49,0.18,0.88,0.82,0.15,0.44,0.01,0.00
1109,6.67,-13.84,-8.94,15.54,5.42,9.29,0.11,32.63,4.42,116.73,0.60,0.75,0.50,0.18,0.87,0.81,0.14,0.41,0.00,0.00
1110,7.07,-13.16,-8.34,15.49,5.02,9.04,0.13,39.77,2.31,399.51,0.62,0.78,0.52,0.18,0.86,0.80,0.17,0.50,0.00,0.01
1111,7.55,-12.39,-7.61,15.24,4.82,8.83,0.16,36.79,1.00,678.00,0.64,0.81,0.54,0.17,0.85,0.78,0.22,0.46,0.00,0.02
1112,8.49,-10.80,-6.35,15.29,4.03,8.23,0.10,32.84,3.85,104.96,0.68,0.87,0.58,0.17,0.81,0.74,0.14,0.41,0.00,0.00
1113,8.42,-10.48,-6.18,15.28,3.12,7.64,0.16,43.69,0.56,1035.17,0.67,0.88,0.58,0.17,0.77,0.70,0.21,0.55,0.00,0.02
1114,8.34,-10.49,-6.09,15.16,3.59,7.88,0.10,28.49,7.70,58.09,0.67,0.88,0.59,0.17,0.79,0.72,0.13,0.36,0.01,0.00
1115,8.44,-10.21,-5.89,15.01,3.08,7.46,0.09,27.10,11.55,32.23,0.67,0.89,0.59,0.16,0.77,0.69,0.13,0.34,0.01,0.00
1116,7.14,-11.60,-7.16,15.31,3.53,7.81,0.08,20.10,2.89,186.34,0.62,0.84,0.56,0.17,0.79,0.71,0.10,0.25,0.00,0.00
1117,6.74,-12.49,-7.86,14.94,4.36,8.32,0.10,30.09,23.10,31.86,0.61,0.80,0.54,0.16,0.83,0.75,0.13,0.38,0.02,0.00
1118,5.32,-14.34,-9.51,15.36,4.37,8.37,0.12,41.97,2.10,205.02,0.55,0.73,0.49,0.18,0.83,0.75,0.16,0.53,0.00,0.00
1119,6.10,-14.22,-9.21,15.18,4.74,8.69,0.08,27.04,11.55,64.76,0.58,0.73,0.50,0.17,0.84,0.77,0.11,0.34,0.01,0.00
1120,6.20,-14.35,-9.28,15.29,4.95,8.90,0.09,36.28,23.10,40.25,0.59,0.73,0.50,0.17,0.85,0.79,0.12,0.46,0.02,0.00
1121,6.30,-14.85,-9.64,15.55,5.40,9.33,0.08,28.01,11.04,65.72,0.59,0.71,0.48,0.18,0.87,0.82,0.10,0.35,0.01,0.00
1122,5.31,-14.77,-9.77,15.27,4.38,8.40,0.12,41.97,11.55,16.15,0.55,0.71,0.48,0.17,0.83,0.75,0.16,0.53,0.01,0.00
1123,6.32,-15.11,-9.85,15.46,5.15,9.20,0.09,38.64,22.08,47.31,0.59,0.70,0.48,0.18,0.86,0.81,0.12,0.49,0.02,0.00
1124,5.71,-15.14,-10.00,15.52,5.17,9.16,0.08,33.10,22.08,22.88,0.57,0.70,0.47,0.18,0.86,0.80,0.10,0.42,0.02,0.00
1125,4.91,-15.68,-10.54,15.22,4.57,8.54,0.11,38.74,3.30,349.97,0.54,0.68,0.46,0.17,0.84,0.76,0.15,0.49,0.00,0.01
1126,5.22,-15.56,-10.42,15.38,4.96,8.98,0.08,34.19,22.08,6.80,0.55,0.68,0.46,0.18,0.85,0.79,0.11,0.43,0.02,0.00
1127,4.42,-16.53,-11.37,15.26,4.73,8.69,0.10,32.60,23.10,17.35,0.52,0.64,0.44,0.17,0.84,0.77,0.13,0.41,0.02,0.00
1128,4.20,-17.30,-12.06,15.42,4.71,8.72,0.08,23.93,11.55,32.53,0.51,0.61,0.42,0.18,0.84,0.77,0.10,0.30,0.01,0.00
1129,5.42,-15.93,-10.60,15.57,4.90,9.12,0.10,35.32,28.95,4.22,0.56,0.67,0.46,0.18,0.85,0.80,0.13,0.45,0.02,0.00
1130,5.17,-16.21,-10.84,16.31,5.60,9.84,0.10,34.07,25.65,4.95,0.55,0.66,0.45,0.21,0.88,0.85,0.14,0.43,0.02,0.00
1131,3.07,-19.29,-14.02,15.77,4.98,9.08,0.09,23.46,1.95,446.78,0.46,0.53,0.36,0.19,0.85,0.80,0.12,0.29,0.00,0.01
1132,3.58,-17.89,-12.62,16.19,5.01,9.29,0.10,31.63,20.51,4.93,0.48,0.59,0.40,0.21,0.86,0.81,0.13,0.40,0.02,0.00
1133,4.06,-17.44,-12.01,15.90,5.24,9.54,0.10,33.29,12.83,110.82,0.50,0.61,0.42,0.20,0.87,0.83,0.14,0.42,0.01,0.00
1134,2.81,-18.52,-13.27,16.02,5.09,9.35,0.11,30.52,3.42,221.48,0.45,0.56,0.38,0.20,0.86,0.82,0.15,0.38,0.00,0.01
1135,4.86,-16.05,-10.54,16.42,4.95,9.57,0.12,41.48,3.21,182.55,0.53,0.66,0.46,0.22,0.85,0.83,0.17,0.53,0.00,0.00
1136,3.88,-17.44,-11.94,16.39,5.76,10.05,0.11,38.58,12.83,25.70,0.50,0.61,0.42,0.22,0.89,0.87,0.15,0.49,0.01,0.00
1137,3.29,-18.07,-12.53,16.41,5.53,10.00,0.12,39.95,25.65,46.05,0.47,0.58,0.40,0.22,0.88,0.86,0.17,0.51,0.02,0.00
1138,3.51,-17.22,-11.57,16.93,4.43,9.44,0.17,56.72,25.65,27.72,0.48,0.62,0.43,0.24,0.83,0.82,0.23,0.72,0.02,0.00
1139,3.06,-17.70,-12.03,16.82,4.47,9.45,0.17,58.89,25.65,7.78,0.46,0.60,0.42,0.23,0.83,0.82,0.23,0.75,0.02,0.00
1140,2.71,-18.10,-12.43,16.89,4.55,9.65,0.14,57.01,25.65,14.49,0.45,0.58,0.41,0.24,0.84,0.84,0.20,0.73,0.02,0.00
1141,2.32,-18.93,-13.38,16.65,5.45,10.09,0.12,26.16,25.65,28.29,0.43,0.55,0.38,0.23,0.88,0.87,0.16,0.33,0.02,0.00
1142,1.34,-19.80,-14.09,17.00,5.30,10.21,0.15,56.43,12.83,57.87,0.40,0.51,0.36,0.24,0.87,0.88,0.20,0.72,0.01,0.00
1143,-0.27,-21.93,-15.69,17.57,4.72,10.32,0.15,61.64,25.65,22.41,0.33,0.43,0.31,0.26,0.84,0.88,0.21,0.79,0.02,0.00
1144,-0.68,-22.37,-16.15,17.52,4.66,10.24,0.15,61.64,8.55,95.25,0.32,0.41,0.30,0.26,0.84,0.88,0.21,0.79,0.01,0.00
1145,-1.26,-22.93,-16.77,17.33,4.60,10.19,0.15,56.82,20.51,27.44,0.29,0.39,0.28,0.25,0.84,0.88,0.20,0.72,0.02,0.00
1146,-2.17,-23.97,-17.78,17.62,4.40,10.23,0.14,55.74,10.25,35.92,0.26,0.35,0.25,0.26,0.83,0.88,0.19,0.71,0.01,0.00
1147,-1.93,-24.28,-17.76,17.68,4.00,10.46,0.15,60.20,25.65,9.45,0.27,0.34,0.25,0.27,0.81,0.89,0.20,0.77,0.02,0.00
1148,-3.39,-25.98,-19.56,17.85,4.06,10.27,0.12,46.27,20.51,6.89,0.21,0.27,0.20,0.27,0.82,0.88,0.17,0.59,0.02,0.00
1149,-2.48,-22.92,-17.57,16.73,4.10,9.23,0.09,25.05,10.73,114.38,0.25,0.39,0.26,0.23,0.82,0.81,0.13,0.31,0.01,0.00
1150,-5.11,-26.66,-20.80,17.19,4.13,9.36,0.11,36.25,21.46,7.97,0.14,0.24,0.17,0.25,0.82,0.82,0.15,0.46,0.02,0.00
1151,-6.95,-28.75,-22.98,16.95,3.74,8.82,0.18,63.69,0.67,1403.10,0.07,0.16,0.10,0.24,0.80,0.78,0.25,0.81,0.00,0.03
1152,-8.81,-32.77,-26.62,17.75,4.03,9.84,0.23,70.41,1.79,479.56,0.00,0.00,0.00,0.27,0.81,0.85,0.31,0.90,0.00,0.01
1153,-8.20,-32.46,-26.35,17.98,4.25,10.28,0.33,70.41,0.61,1524.31,0.02,0.01,0.01,0.28,0.82,0.88,0.46,0.90,0.00,0.04
1154,-7.12,-29.28,-23.78,17.34,3.47,9.34,0.11,35.22,21.46,11.98,0.07,0.14,0.08,0.25,0.79,0.82,0.15,0.44,0.02,0.00
1155,-3.71,-23.21,-18.54,17.12,3.58,8.96,0.08,29.94,17.41,12.54,0.20,0.38,0.23,0.24,0.79,0.79,0.11,0.38,0.01,0.00
1156,-2.11,-20.41,-16.09,18.11,3.54,9.30,0.09,34.71,17.41,11.42,0.26,0.49,0.30,0.28,0.79,0.81,0.12,0.44,0.01,0.00
1157,-1.66,-18.97,-14.81,18.16,3.92,9.71,0.12,41.46,5.46,133.93,0.28,0.55,0.34,0.28,0.81,0.84,0.17,0.52,0.00,0.00
1158,-1.24,-16.80,-12.88,18.90,4.12,10.40,0.07,25.07,14.57,56.25,0.30,0.63,0.39,0.31,0.82,0.89,0.09,0.31,0.01,0.00
1159,-0.75,-15.41,-11.35,18.77,2.12,9.35,0.08,29.15,51.13,5.71,0.31,0.69,0.44,0.31,0.73,0.82,0.11,0.37,0.04,0.00
1160,-0.19,-14.58,-10.47,18.33,0.98,8.83,0.08,27.22,6.39,266.12,0.34,0.72,0.46,0.29,0.68,0.78,0.10,0.34,0.01,0.01
1161,0.31,-13.82,-9.80,17.68,0.18,8.29,0.10,41.56,22.20,19.14,0.36,0.75,0.48,0.27,0.65,0.74,0.13,0.53,0.02,0.00
1162,0.62,-13.64,-9.83,17.75,0.01,8.19,0.12,44.74,8.88,58.60,0.37,0.76,0.48,0.27,0.64,0.74,0.16,0.57,0.01,0.00
1163,0.74,-13.60,-9.85,17.92,0.39,8.48,0.10,33.65,22.20,49.24,0.37,0.76,0.48,0.28,0.66,0.76,0.13,0.42,0.02,0.00
1164,1.32,-13.61,-9.52,18.06,0.52,8.65,0.09,37.34,367.38,24.41,0.40,0.76,0.49,0.28,0.66,0.77,0.12,0.47,0.32,0.00
1165,1.49,-13.65,-9.45,18.10,1.02,8.97,0.12,46.42,386.24,4.03,0.40,0.76,0.49,0.28,0.68,0.79,0.16,0.59,0.33,0.00
2000,1.66,-13.80,-9.41,18.42,0.41,8.48,0.16,52.95,48.28,162.38,0.41,0.75,0.49,0.29,0.66,0.76,0.22,0.67,0.04,0.00
2001,1.46,-13.88,-9.50,17.88,0.14,8.24,0.14,47.78,63.16,71.62,0.40,0.75,0.49,0.27,0.65,0.74,0.19,0.61,0.05,0.00
2002,0.83,-14.25,-10.22,17.53,-0.99,7.57,0.09,45.79,51.13,3.61,0.38,0.73,0.47,0.26,0.60,0.70,0.13,0.58,0.04,0.00
2003,-0.47,-18.37,-13.33,16.06,-2.58,5.89,0.12,53.34,4.65,188.43,0.33,0.57,0.38,0.20,0.53,0.58,0.17,0.68,0.00,0.00
2004,-0.93,-19.01,-13.98,15.94,-3.21,5.43,0.06,26.95,51.13,8.66,0.31,0.54,0.36,0.20,0.50,0.55,0.07,0.34,0.04,0.00
2005,-1.20,-19.16,-14.23,15.44,-4.57,4.62,0.07,36.66,51.13,2.03,0.30,0.54,0.35,0.18,0.44,0.49,0.09,0.46,0.04,0.00
2006,-1.87,-19.88,-14.91,15.69,-4.15,4.88,0.06,30.62,7.98,182.46,0.27,0.51,0.33,0.19,0.46,0.51,0.08,0.38,0.01,0.00
2007,-2.32,-20.46,-15.49,15.49,-4.13,5.00,0.07,39.03,55.85,2.06,0.25,0.49,0.32,0.18,0.46,0.52,0.09,0.49,0.05,0.00
2008,-3.05,-21.48,-16.33,15.40,-4.88,4.55,0.07,44.93,55.85,5.85,0.22,0.45,0.29,0.18,0.43,0.49,0.10,0.57,0.05,0.00
2009,-2.49,-20.46,-15.44,15.57,-4.17,4.92,0.11,54.83,5.59,203.71,0.25,0.49,0.32,0.18,0.46,0.51,0.15,0.70,0.00,0.00
2010,-2.01,-19.37,-14.55,15.45,-3.72,5.20,0.08,42.23,55.85,2.14,0.27,0.53,0.34,0.18,0.48,0.53,0.11,0.53,0.05,0.00
2011,-1.51,-18.69,-13.90,15.56,-4.47,4.77,0.09,42.27,27.93,43.12,0.28,0.56,0.36,0.18,0.45,0.50,0.12,0.54,0.02,0.00
2012,-0.83,-17.36,-12.70,15.42,-3.99,5.11,0.11,47.13,55.85,2.80,0.31,0.61,0.40,0.18,0.47,0.53,0.15,0.60,0.05,0.00
2013,-0.74,-17.14,-12.51,15.36,-3.95,5.09,0.11,47.33,55.85,1.42,0.31,0.62,0.40,0.18,0.47,0.53,0.14,0.60,0.05,0.00
2014,0.59,-16.10,-11.20,15.69,-3.19,5.27,0.12,49.18,2.43,173.55,0.37,0.66,0.44,0.19,0.50,0.54,0.16,0.62,0.00,0.00
2015,0.86,-15.36,-10.55,15.31,-3.57,5.03,0.11,41.35,55.85,3.49,0.38,0.69,0.46,0.17,0.49,0.52,0.14,0.52,0.05,0.00
2016,1.32,-14.70,-9.94,15.39,-3.13,5.13,0.14,48.08,30.29,23.29,0.40,0.72,0.48,0.18,0.50,0.53,0.20,0.61,0.03,0.00
2017,1.59,-14.41,-9.57,15.35,-2.99,5.10,0.12,41.10,30.29,24.21,0.41,0.73,0.49,0.18,0.51,0.53,0.16,0.52,0.03,0.00
2018,1.62,-14.36,-9.49,15.44,-2.94,5.07,0.17,52.65,60.57,5.36,0.41,0.73,0.49,0.18,0.51,0.52,0.23,0.67,0.05,0.00
2019,1.71,-14.24,-9.35,15.37,-2.16,5.50,0.13,42.65,60.57,3.60,0.41,0.73,0.49,0.18,0.55,0.55,0.18,0.54,0.05,0.00
2020,1.94,-14.10,-9.16,15.14,-2.39,5.19,0.20,56.92,5.51,219.67,0.42,0.74,0.50,0.17,0.54,0.53,0.28,0.73,0.00,0.01
2021,1.68,-14.22,-9.33,15.03,-2.72,5.04,0.20,53.05,6.06,54.37,0.41,0.73,0.49,0.16,0.52,0.52,0.28,0.68,0.01,0.00
2022,2.81,-14.87,-9.99,15.19,0.35,6.91,0.33,76.28,0.09,33583.21,0.45,0.71,0.47,0.17,0.65,0.65,0.47,0.98,0.00,0.78
2023,2.71,-15.32,-10.39,15.10,1.00,7.42,0.27,65.61,0.07,43264.32,0.45,0.69,0.46,0.17,0.68,0.68,0.38,0.84,0.00,1.00
2024,-0.06,-17.74,-12.69,14.80,-1.48,6.50,0.16,55.40,3.51,104.65,0.34,0.60,0.40,0.15,0.58,0.62,0.23,0.71,0.00,0.00
2025,1.06,-16.54,-12.13,14.99,2.11,8.17,0.31,64.96,0.16,20903.90,0.39,0.64,0.41,0.16,0.73,0.74,0.44,0.83,0.00,0.48
2026,4.50,-12.97,-8.75,15.50,4.17,9.07,0.34,59.74,0.12,34094.66,0.52,0.78,0.51,0.18,0.82,0.80,0.47,0.76,0.00,0.79
2027,3.83,-12.85,-9.06,15.47,3.84,8.38,0.31,59.74,0.08,17294.37,0.49,0.79,0.50,0.18,0.81,0.75,0.43,0.76,0.00,0.40
2028,3.54,-14.25,-10.36,15.80,4.53,9.32,0.28,48.40,0.18,4354.34,0.48,0.73,0.46,0.19,0.84,0.82,0.39,0.61,0.00,0.10
2029,3.78,-15.48,-11.02,15.49,4.77,9.44,0.43,58.78,0.17,5951.93,0.49,0.68,0.45,0.18,0.85,0.82,0.60,0.75,0.00,0.14
2030,-7.95,-24.01,-20.24,17.01,4.75,9.36,0.71,71.94,0.06,21127.54,0.03,0.35,0.18,0.24,0.85,0.82,1.00,0.92,0.00,0.49
2031,-7.95,-24.01,-20.24,17.01,4.75,9.36,0.35,59.11,0.10,8976.02,0.03,0.35,0.18,0.24,0.85,0.82,0.49,0.75,0.00,0.21
2032,-7.95,-24.01,-20.24,17.01,8.34,11.58,0.12,22.64,0.29,3639.10,0.03,0.35,0.18,0.24,1.00,0.97,0.16,0.28,0.00,0.08
2033,-0.30,-17.74,-12.93,14.75,0.13,7.52,0.21,61.55,31.86,20.55,0.33,0.59,0.39,0.15,0.65,0.69,0.29,0.79,0.03,0.00
2034,2.10,-15.43,-11.09,15.18,2.57,8.67,0.12,38.58,3.54,273.02,0.43,0.69,0.44,0.17,0.75,0.77,0.16,0.49,0.00,0.01
2035,2.79,-15.06,-10.56,14.76,2.02,8.34,0.08,30.45,63.72,22.04,0.45,0.70,0.46,0.15,0.73,0.75,0.11,0.38,0.05,0.00
2036,4.31,-14.07,-9.63,15.30,3.60,9.19,0.15,50.02,0.89,2126.01,0.51,0.74,0.49,0.17,0.80,0.81,0.20,0.64,0.00,0.05
2037,4.47,-13.69,-8.95,14.91,2.08,8.33,0.12,47.18,32.06,33.74,0.52,0.76,0.50,0.16,0.73,0.75,0.16,0.60,0.03,0.00
2038,4.61,-13.53,-8.75,14.81,1.96,8.23,0.12,48.37,64.11,1.14,0.52,0.76,0.51,0.15,0.72,0.74,0.17,0.61,0.05,0.00
2039,5.27,-13.15,-8.38,15.11,3.50,8.93,0.23,55.28,0.50,5677.10,0.55,0.78,0.52,0.17,0.79,0.79,0.32,0.70,0.00,0.13
2040,5.65,-13.17,-8.15,14.79,2.68,8.45,0.15,44.97,2.91,1065.92,0.56,0.78,0.53,0.15,0.76,0.76,0.20,0.57,0.00,0.02
2041,6.27,-13.09,-8.16,14.84,2.45,8.34,0.12,38.29,4.58,476.45,0.59,0.78,0.53,0.16,0.75,0.75,0.17,0.48,0.00,0.01
2042,6.72,-13.19,-8.35,14.94,2.85,8.57,0.14,40.63,1.57,1119.40,0.61,0.78,0.52,0.16,0.76,0.76,0.19,0.51,0.00,0.03
2043,6.50,-12.99,-8.28,14.84,2.31,8.35,0.09,36.18,64.51,8.43,0.60,0.78,0.52,0.16,0.74,0.75,0.12,0.46,0.06,0.00
2044,6.59,-13.02,-8.33,14.78,1.51,7.94,0.07,27.55,64.51,4.34,0.60,0.78,0.52,0.15,0.70,0.72,0.10,0.34,0.06,0.00
2045,6.97,-13.02,-8.40,14.71,1.74,8.05,0.10,30.79,4.30,356.79,0.62,0.78,0.52,0.15,0.71,0.73,0.14,0.39,0.00,0.01
2046,6.76,-12.73,-8.25,14.45,-0.65,6.91,0.15,48.00,64.51,0.28,0.61,0.79,0.52,0.14,0.61,0.65,0.21,0.61,0.06,0.00
2047,7.42,-12.95,-8.51,14.61,1.79,7.97,0.22,49.75,0.99,1097.18,0.63,0.78,0.52,0.15,0.72,0.72,0.31,0.63,0.00,0.03
2048,6.13,-13.94,-9.50,14.11,-0.87,6.65,0.06,18.52,64.51,4.74,0.58,0.75,0.49,0.13,0.60,0.63,0.08,0.23,0.06,0.00
2049,5.84,-15.11,-10.59,14.10,-0.82,6.69,0.13,37.36,73.84,4.85,0.57,0.70,0.46,0.13,0.60,0.63,0.18,0.47,0.06,0.00
2050,8.10,-13.72,-8.99,14.61,1.85,8.14,0.20,56.82,0.63,2690.93,0.66,0.75,0.50,0.15,0.72,0.73,0.27,0.72,0.00,0.06
2051,7.06,-14.50,-9.84,14.28,-1.61,6.33,0.12,31.77,10.55,97.17,0.62,0.72,0.48,0.13,0.57,0.61,0.16,0.40,0.01,0.00
2052,8.99,-13.49,-8.64,14.89,0.83,8.02,0.11,35.02,1.10,1441.63,0.69,0.76,0.51,0.16,0.68,0.73,0.15,0.44,0.00,0.03
2053,8.12,-13.53,-8.63,14.32,-3.53,5.68,0.04,19.58,73.84,10.09,0.66,0.76,0.51,0.14,0.49,0.57,0.06,0.24,0.06,0.00
2054,8.64,-13.25,-8.24,14.72,-4.09,5.08,0.04,18.45,24.61,25.63,0.68,0.77,0.52,0.15,0.46,0.52,0.05,0.23,0.02,0.00
2055,8.99,-12.96,-7.77,14.19,-5.11,4.80,0.05,20.95,65.29,1.70,0.69,0.78,0.54,0.13,0.42,0.51,0.06,0.26,0.06,0.00
2056,9.29,-12.87,-7.59,13.81,-3.91,5.05,0.06,27.30,65.29,1.53,0.71,0.79,0.54,0.12,0.47,0.52,0.08,0.34,0.06,0.00
2057,9.42,-12.96,-7.59,14.10,-2.86,5.25,0.06,25.48,65.29,0.47,0.71,0.78,0.54,0.13,0.52,0.54,0.08,0.32,0.06,0.00
2058,9.52,-12.95,-7.55,13.11,-3.11,4.94,0.08,30.55,65.29,0.29,0.72,0.78,0.54,0.09,0.51,0.51,0.11,0.38,0.06,0.00
2059,9.64,-12.96,-7.53,13.08,-2.47,5.17,0.09,33.65,32.65,12.10,0.72,0.78,0.54,0.09,0.53,0.53,0.13,0.42,0.03,0.00
2060,10.47,-13.51,-7.82,13.42,0.84,6.86,0.17,55.21,0.62,2557.71,0.75,0.76,0.54,0.10,0.68,0.65,0.23,0.70,0.00,0.06
2061,9.68,-13.52,-7.90,12.41,-1.93,5.19,0.11,38.77,32.65,32.10,0.72,0.76,0.53,0.06,0.56,0.53,0.16,0.49,0.03,0.00
2062,9.40,-13.86,-8.24,12.13,-2.56,4.80,0.11,33.98,16.32,32.80,0.71,0.75,0.52,0.05,0.53,0.51,0.15,0.43,0.01,0.00
2063,9.65,-14.68,-8.96,12.93,1.25,6.82,0.14,43.70,0.33,5025.64,0.72,0.72,0.50,0.08,0.69,0.64,0.20,0.55,0.00,0.12
2064,8.79,-14.71,-9.28,12.33,-2.02,5.11,0.15,34.64,1.45,537.82,0.69,0.71,0.50,0.06,0.55,0.53,0.21,0.44,0.00,0.01
2065,8.27,-14.38,-9.02,12.68,-3.08,4.95,0.14,53.91,0.21,8322.78,0.67,0.73,0.50,0.07,0.51,0.52,0.19,0.69,0.00,0.19
2066,6.15,-15.46,-10.30,12.93,-6.51,3.78,0.10,31.18,64.99,0.93,0.58,0.69,0.47,0.08,0.36,0.44,0.14,0.39,0.06,0.00
2067,6.45,-17.34,-11.74,12.67,-4.25,4.35,0.26,50.50,0.39,4378.52,0.60,0.61,0.42,0.07,0.46,0.47,0.36,0.64,0.00,0.10
2068,3.26,-19.36,-13.99,12.74,-4.81,4.33,0.13,39.62,31.61,24.64,0.47,0.53,0.36,0.07,0.43,0.47,0.18,0.50,0.03,0.00
2069,3.45,-19.22,-13.83,12.75,-5.38,4.20,0.15,41.35,21.08,33.16,0.48,0.54,0.37,0.07,0.41,0.46,0.21,0.52,0.02,0.00
2070,3.67,-18.96,-13.58,12.68,-5.05,4.31,0.16,43.20,10.54,51.85,0.49,0.55,0.37,0.07,0.42,0.47,0.22,0.55,0.01,0.00
2071,3.85,-18.46,-13.16,12.59,-5.70,4.09,0.12,35.60,63.23,9.75,0.49,0.57,0.38,0.07,0.39,0.46,0.16,0.45,0.05,0.00
2072,4.24,-17.73,-12.51,12.71,-5.20,4.41,0.10,34.98,12.65,43.33,0.51,0.60,0.40,0.07,0.41,0.48,0.13,0.44,0.01,0.00
2073,4.63,-17.48,-12.19,12.50,-5.48,4.22,0.13,36.13,7.90,62.02,0.52,0.61,0.41,0.06,0.40,0.47,0.18,0.46,0.01,0.00
2074,5.17,-16.94,-11.66,12.54,-5.94,4.19,0.08,30.02,32.45,57.07,0.55,0.63,0.43,0.07,0.38,0.46,0.11,0.38,0.03,0.00
2075,5.48,-17.00,-11.67,12.63,-6.29,4.15,0.08,28.41,64.91,0.75,0.56,0.62,0.43,0.07,0.37,0.46,0.11,0.36,0.06,0.00
2076,6.19,-16.79,-11.37,12.65,-6.45,4.22,0.08,30.40,64.91,2.00,0.59,0.63,0.44,0.07,0.36,0.47,0.11,0.38,0.06,0.00
2077,6.83,-16.67,-11.13,12.87,-7.44,4.06,0.09,28.70,64.91,1.04,0.61,0.64,0.44,0.08,0.32,0.45,0.12,0.36,0.06,0.00
2078,6.63,-17.09,-11.52,12.87,-7.40,4.12,0.07,25.21,64.91,13.17,0.60,0.62,0.43,0.08,0.32,0.46,0.09,0.31,0.06,0.00
2079,5.16,-19.07,-13.56,13.07,-7.06,4.57,0.13,36.72,4.33,357.95,0.55,0.54,0.37,0.09,0.33,0.49,0.17,0.46,0.00,0.01
2080,4.60,-19.67,-14.19,13.11,-8.03,4.18,0.07,23.63,64.91,13.08,0.52,0.52,0.35,0.09,0.29,0.46,0.10,0.29,0.06,0.00
2081,4.43,-19.82,-14.39,12.74,-7.49,4.41,0.09,34.75,64.91,1.37,0.52,0.51,0.35,0.07,0.32,0.48,0.13,0.44,0.06,0.00
2082,4.57,-19.70,-14.28,12.70,-6.78,4.49,0.10,32.08,10.82,39.97,0.52,0.52,0.35,0.07,0.35,0.48,0.13,0.40,0.01,0.00
2083,4.94,-19.28,-13.91,12.00,-4.36,5.18,0.07,27.40,73.94,0.94,0.54,0.53,0.36,0.05,0.45,0.53,0.10,0.34,0.06,0.00
2084,4.99,-19.29,-13.92,11.76,-3.70,5.33,0.08,28.34,73.94,2.62,0.54,0.53,0.36,0.04,0.48,0.54,0.10,0.35,0.06,0.00
2085,5.44,-19.63,-14.23,11.05,-1.21,5.25,0.09,31.05,10.56,97.69,0.56,0.52,0.35,0.01,0.59,0.54,0.13,0.39,0.01,0.00
2086,5.80,-19.88,-14.45,10.84,-0.35,5.61,0.11,31.21,36.19,19.81,0.57,0.51,0.35,0.00,0.62,0.56,0.16,0.39,0.03,0.00
2087,6.25,-20.01,-14.60,11.15,0.37,6.23,0.32,61.86,2.50,481.29,0.59,0.51,0.34,0.01,0.66,0.60,0.45,0.79,0.00,0.01
2088,6.29,-19.94,-14.46,11.55,-0.98,6.33,0.30,61.86,1.96,1609.39,0.59,0.51,0.35,0.03,0.60,0.61,0.43,0.79,0.00,0.04
2089,6.26,-19.73,-14.25,11.96,-4.20,5.31,0.16,50.83,28.82,14.54,0.59,0.52,0.35,0.04,0.46,0.54,0.22,0.65,0.02,0.00
2090,6.46,-19.73,-14.28,12.03,-2.54,5.95,0.15,40.66,6.00,188.97,0.60,0.52,0.35,0.05,0.53,0.58,0.21,0.51,0.01,0.00
2091,6.64,-19.67,-14.22,12.02,-1.49,6.33,0.11,34.07,30.00,7.05,0.60,0.52,0.35,0.05,0.58,0.61,0.15,0.43,0.03,0.00
2092,6.99,-19.07,-13.69,12.43,0.51,7.35,0.06,19.45,30.00,0.65,0.62,0.54,0.37,0.06,0.66,0.68,0.08,0.24,0.03,0.00
